#;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
banishment;Cast Banishment Spell;;;;;;;;;;;;;;
banishment_desc;Banish all magically summoned creatures in your court;;;;;;;;;;;;;;
banish_summons;Banish all magically summoned creatures in your court;;;;;;;;;;;;;;
healing_potion;Brew Healing Potion;;;;;;;;;;;;;;
healing_potion_desc;Brew a potion to ease your illness.;;;;;;;;;;;;;;
convert_populace;Convert Populace;;;;;;;;;;;;;x;
convert_populace_desc;Magically convert the peasantry of a county to your religion.;;;;;;;;;;;;;x;
change_magic_focus;Change Magic Study;;;;;;;;;;;;;;
change_magic_focus_desc;Change area of magical expertise, losing all progress.;;;;;;;;;;;;;;
known_monster;Suspected Monster;;;;;;;;;;;;;x;
known_monster_desc;This character has taken actions that make the public begin to suspect that true and monstrous evil is afoot...;;;;;;;;;;;;;x;
expel_satanists;Expel Satanists;;;;;;;;;;;;;x;
expel_satanists_desc;Purge all Satan-worshippers from the realm.;;;;;;;;;;;;;x;
welcome_satanists;Welcome Satanists;;;;;;;;;;;;;x;
welcome_satanists_desc;Welcome the respectable followers of Lucifer back into our realm.;;;;;;;;;;;;;x;
study_at_scholomance;Studying at Scholomance;;;;;;;;;;;;;x;
take_panacea;Take Panacea;;;;;;;;;;;;;;
take_panacea_desc;Take your Panacea to heal your illness;;;;;;;;;;;;;;
decision_panacea;Your illness is cured, but your panacea is consumed.;;;;;;;;;;;;;;
give_panacea;Give Panacea;;;;;;;;;;;;;;
give_panacea_desc;Offer your Panacea to this person;;;;;;;;;;;;;;
prisoner_enchant_loyalty;Enchant Loyalty;;;;;;;;;;;;;;
prisoner_enchant_loyalty_desc;Magically compel the prisoner to be loyal to you.;;;;;;;;;;;;;;
prisoner_enchant_disloyalty;Enchant Liege Disloyalty;;;;;;;;;;;;;;
prisoner_enchant_disloyalty_desc;Magically compel the prisoner to be disloyal to their liege;;;;;;;;;;;;;;
prisoner_enchant_religion;Enchant Religion;;;;;;;;;;;;;;
prisoner_enchant_religion_desc;Magically convert the prisoner to your religion.;;;;;;;;;;;;;;
decision_panacea_other;[Root.GetTitledName] will be offered your Panacea;;;;;;;;;;;;;;
destroy_tower;Destroy Old Mage Tower;;;;;;;;;;;;;;
destroy_tower_desc;Destroy and loot the mage's tower in your old capital;;;;;;;;;;;;;;
decision_destroy_tower;Destroy and loot the mage's tower in your old capital;;;;;;;;;;;;;;
rebuild_tower;Renovate Tower;;;;;;;;;;;;;;
rebuild_tower_desc;Repurpose the tower in your capital to suit your magical skills;;;;;;;;;;;;;;
decision_rebuild_tower;Repurpose the tower in your capital to suit your magical skills;;;;;;;;;;;;;;
feast_mythos;Hold a Feast;Organiser un banquet;Gelage abhalten;;Celebrar un banquete;;;;;;;;;;
feast_mythos_desc;Hold the biggest feast ever seen in the Kingdom!;Organisez le plus grand banquet du Royaume !;Veranstaltet das größte Gelage, das das Königreich je gesehen hat!;;¡Celebra el banquete más grande jamás visto en el reino!;;;;;;;;;;
establish_bank;Establish Bank;;;;;;;;;;;;;;
establish_bank_desc;Set aside money for loans;;;;;;;;;;;;;;
tt_create_bank_200;Create a bank with ¤200;;;;;;;;;;;;;;
interact_with_bank;Manage Bank;;;;;;;;;;;;;;
interact_with_bank_desc;Add or remove money from your bank;;;;;;;;;;;;;;
tt_interact_with_bank;Receive options for managing your bank;;;;;;;;;;;;;;
borrow_from_bank;Borrow From Private Bank;;;;;;;;;;;;;;
borrow_from_bank_desc;Take a loan from a moneylender;;;;;;;;;;;;;;
tt_nearby_banker;A banker with available funds is nearby;;;;;;;;;;;;;;
tt_contact_banker;Contact a nearby banker;;;;;;;;;;;;;;
replay_loan;Repay Loan Early;;;;;;;;;;;;;;
replay_loan_desc;Repay a portion of your outstanding loan.;;;;;;;;;;;;;;
tt_interact_with_loan;Check loan repayment options;;;;;;;;;;;;;;
targetted_borrow_from_bank;Borrow From Bank;;;;;;;;;;;;;;
targetted_borrow_from_bank_desc;Borrow from this character's bank;;;;;;;;;;;;;;
tt_bank_has_money;Bank is not out of money;;;;;;;;;;;;;;
tt_contact_selected_banker;Contact the banker;;;;;;;;;;;;;;
illusionary_defenders;Illusionary Defenders;;;;;;;;;;;;;;
illusionary_defenders_desc;Spectral defenders have bolstered the troops here.;;;;;;;;;;;;;;
death_werewolf;from a werewolf attack.;;;;;;;;;;;;;x;
coverup_successful;the coverup being successful.;;;;;;;;;;;;;x;
healing_potion_great;Great healing potion;;;;;;;;;;;;;;
healing_potion_good;Good healing potion;;;;;;;;;;;;;;
healing_potion_bad;Poor healing potion;;;;;;;;;;;;;;
healing_potion_terrible;Terrible healing potion;;;;;;;;;;;;;;
preparations_begin;Preparations begin.;;;;;;;;;;;;;x;
expedition_sent;An expedition is sent.;;;;;;;;;;;;;x;
expedition_sent_2;More men are sent.;;;;;;;;;;;;;x;
spell_cast;The spell is cast.;;;;;;;;;;;;;x;
bountiful_harvest;Bountiful Harvest;;;;;;;;;;;;;;
satanists_are_expelled;Luciferians are expelled.;;;;;;;;;;;;;x;
satanists_are_welcome;Luciferians are welcomed.;;;;;;;;;;;;;x;
d_satanist;The Luciferian Church;;;;;;;;;;;;;x;
d_satanist_adj;Luciferian;;;;;;;;;;;;;x;
d_jotnar_reformed;The Jotnar Fylkirate;;;;;;;;;;;;;x;
d_jotnar_reformed_adj;Jotnar;;;;;;;;;;;;;x;
e_draconic_pagan_reformed;The Sapphire Flame;;;;;;;;;;;;;x;
e_draconic_pagan_reformed_adj;Draconic;;;;;;;;;;;;;x;
d_hellenic_pagan;The High Priesthood;;;;;;;;;;;;;x;
d_hellenic_pagan_adj;Hellenic;;;;;;;;;;;;;x;
d_helsing;The Knights of Helsing;;;;;;;;;;;;;;x
d_helsing_adj;Helsing;;;;;;;;;;;;;;x
e_zombie;The Undead Horde;;;;;;;;;;;;;x;
e_zombie_adj;Zombie;;;;;;;;;;;;;x;
e_vampire;Nocturne Imperium;;;;;;;;;;;;;x;
e_vampire_adj;Vampire;;;;;;;;;;;;;x;
e_werewolf;Lycan Empire;;;;;;;;;;;;;x;
e_werewolf_adj;Lycan;;;;;;;;;;;;;x;
e_djinn;Djinni Caliphate;;;;;;;;;;;;;x;
e_djinn_adj;Djinni;;;;;;;;;;;;;x;
d_solomon_legion;Solomon's Legion;;;;;;;;;;;;;x;
d_solomon_legion_adj;Legionary;;;;;;;;;;;;;x;
k_avalon;Avalon;;;;;;;;;;;;;x;
k_avalon_adj;Avalonian;;;;;;;;;;;;;x;
e_olympus;Olympus;;;;;;;;;;;;;x;
e_olympus_adj;Olympian;;;;;;;;;;;;;x;
e_asgard;Asgard;;;;;;;;;;;;;x;
e_asgard_adj;Asgardian;;;;;;;;;;;;;x;
b_basalt_fortress;The Basalt Fortress;;;;;;;;;;;;;x;
b_basalt_fortress_adj;Basalt;;;;;;;;;;;;;x;
zombie_plague;The Dread Plague;;;;;;;;;;;;;x;
zombie_plague_info;This swarm of godless undead is fatal without fail. Every man bitten becomes another beast and joins the horde.;;;;;;;;;;;;;x;
ZOMBIEPLAGUE_INFO;This swarm of godless undead is fatal without fail. Every man bitten becomes another beast and joins the horde.;;;;;;;;;;;;;x;
zombie_law;Zombie Law;;;;;;;;;;;;;x;
nick_the_impaler;the Impaler;l'impaler;der Impaler;;el Empalador;;;;;;;;;x;
nick_ozymandias;Ozymandias;Ozymandias;Ozymandias;;Ozymandias;;;;;;;;;x;
nick_the_poor;the Poor;le pauvre;der arme;;el Pobre;;;;;;;;;x;
nick_the_slow;the Slow;le Lent;der Langsame;;el Lento;;;;;;;;;x;
e_vampire_modifier;Vampires;;;;;;;;;;;;;x;
e_werewolf_modifier;Werewolves;;;;;;;;;;;;x;;
e_djinni_modifer;Djinni Firethrowers;;;;;;;;;;;;;x;
e_zombie_modifier;Zombies;;;;;;;;;;;;;x;
zombie_culture_modifier;Dead Lands;;;;;;;;;;;;;x;
zombie_invasion_desc;The horde attacks another realm.;;;;;;;;;;;;;x;
golden_fleece;Golden Fleece;;;;;;;;;;;;;x;
golden_fleece_desc;This character bears the legendary golden fleece, granting a more illustrious rule.;;;;;;;;;;;;;x;
medusa_head;Medusa's Head;;;;;;;;;;;;;x;
medusa_head_desc;This character bears the head of the legendary gorgon Medusa, a fearsome and deadly sight on the fields of battle.;;;;;;;;;;;;;x;
lesser_key_of_solomon;Lesser Key of Solomon;;;;;;;;;;;;;;
lesser_key_of_solomon_desc;This character owns the Lesser Key of Solomon, containing the names of 72 demons and 24 angels.\n§YImproves results of alchemy and summoning.§!;;;;;;;;;;;;;;
LKOS_TT;Improves results of alchemy and summoning.;;;;;;;;;;;;;;
greater_key_of_solomon;Greater Key of Solomon;;;;;;;;;;;;;;
greater_key_of_solomon_desc;This character owns the Greater Key of Solomon, having incantations to constrain spirits of the dead and gain love and favor.\n§YImproves results of summoning.§!;;;;;;;;;;;;;;
GKOS_TT;Improves results of summoning.;;;;;;;;;;;;;;
panacea;Panacea;;;;;;;;;;;;;;
panacea_desc;This character owns a panacea, which can heal any ailment.;;;;;;;;;;;;;;
medical_supplies;Medical Supplies;;;;;;;;;;;;;;
medical_supplies_desc;This character has a stash of emergency medical supplied to fight off illness.;;;;;;;;;;;;;;
philosopher_stone;The Philosopher's Stone;;;;;;;;;;;;;x;
philosopher_stone_desc;This character has found the legendary Philosopher's Stone. Not only does the substance facilitate transmutation, but it extends the life of its holder greatly.;;;;;;;;;;;;;x;
philosopher_stone_trait;The Philosopher's Stone;;;;;;;;;;;;;x;
philosopher_stone_trait_desc;This character has found the legendary Philosopher's Stonegranting eternal life;;;;;;;;;;;;;x;
eternal_torch;Eternal Torch;;;;;;;;;;;;;;
eternal_torch_desc;A torch holding fire from one of the Eternal Flames;;;;;;;;;;;;;;
holy_coin;Holy Coin;;;;;;;;;;;;;;
holy_coin_desc;A coin said to come from the treasury of one of the dragon dieties;;;;;;;;;;;;;;
annointing_necklace;Anointing Necklace;;;;;;;;;;;;;;
annointing_necklace_desc;A ritual necklace work by draconic priests when sanctifying a shrine;;;;;;;;;;;;;;
religious_icon;Christian Icon;;;;;;;;;;;;;;
religious_icon_desc;An image of a Christian holy figure, usually Christ, Mary, or a saint.;;;;;;;;;;;;;;
religious_icon_not_made_by_hand;Miraculous Icon;;;;;;;;;;;;;;
religious_icon_not_made_by_hand_desc;An image of a Christian holy figure, said to have appeared miraculously, rather than being painted by human hands;;;;;;;;;;;;;;
cast_spell;Cast Spell;;;;;;;;;;;;;x;
cast_spell_desc;Has recently cast a spell and must wait before performing any more magic.;;;;;;;;;;;;;x;
has_quested;Has Quested;;;;;;;;;;;;;x;
has_quested_desc;This character has been on a grand quest, and cannot do so again.;;;;;;;;;;;;;x;
minor_aura;Minor Aura;;;;;;;;;;;;;x;
minor_aura_desc;This character exudes a friendly aura.;;;;;;;;;;;;;x;
persuasive_aura;Persuasive Aura;;;;;;;;;;;;;x;
persuasive_aura_desc;This character exudes a persuasive aura.;;;;;;;;;;;;;x;
powerful_aura;Powerful Aura;;;;;;;;;;;;;x;
powerful_aura_desc;This character exudes a powerfully persuasive aura.;;;;;;;;;;;;;x;
aura_intimidation_feeble;Feeble Intimidation Aura;;;;;;;;;;;;;;
aura_intimidation_feeble_desc;This character exudes a barely intimidating aura.;;;;;;;;;;;;;;
aura_intimidation_weak;Weak Intimidation Aura;;;;;;;;;;;;;;
aura_intimidation_weak_desc;This character exudes a slightly intimidating aura.;;;;;;;;;;;;;;
aura_intimidation_standard;Intimidation Aura;;;;;;;;;;;;;;
aura_intimidation_standard_desc;This character exudes an intimidating aura.;;;;;;;;;;;;;;
aura_intimidation_strong;Strong Intimidation Aura;;;;;;;;;;;;;;
aura_intimidation_strong_desc;This character exudes a very intimidating aura.;;;;;;;;;;;;;;
aura_intimidation_overwhelming;Overwhelming Intimidation Aura;;;;;;;;;;;;;;
aura_intimidation_overwhelming_desc;This character exudes an extremely intimidating aura.;;;;;;;;;;;;;;
aura_intimidation_perfect;Perfect Intimidation Aura;;;;;;;;;;;;;;
aura_intimidation_perfect_desc;Being near this character makes you feel overcome by fear.;;;;;;;;;;;;;;
aura_presence_feeble;Feeble Aura of Presence;;;;;;;;;;;;;;
aura_presence_feeble_desc;This character exudes a gentle aura.;;;;;;;;;;;;;;
aura_presence_weak;Weak Aura of Presence;;;;;;;;;;;;;;
aura_presence_weak_desc;This character exudes a friendly aura.;;;;;;;;;;;;;;
aura_presence_standard;Aura of Presence;;;;;;;;;;;;;;
aura_presence_standard_desc;This character exudes an persuasive aura.;;;;;;;;;;;;;;
aura_presence_strong;Strong Aura of Presence;;;;;;;;;;;;;;
aura_presence_strong_desc;This character exudes a compelling aura.;;;;;;;;;;;;;;
aura_presence_overwhelming;Overwhelming Aura of Presence;;;;;;;;;;;;;;
aura_presence_overwhelming_desc;This character exudes a commanding aura.;;;;;;;;;;;;;;
aura_presence_perfect;Perfect Aura of Presence;;;;;;;;;;;;;;
aura_presence_perfect_desc;You feel a natural desire to do whatever this character asks.;;;;;;;;;;;;;;
aura_shadows_feeble;Feeble Aura of Shadows;;;;;;;;;;;;;;
aura_shadows_feeble_desc;This character barely exudes a shadowy aura.;;;;;;;;;;;;;;
aura_shadows_weak;Weak Aura of Shadows;;;;;;;;;;;;;;
aura_shadows_weak_desc;This character slightly deflects your attention;;;;;;;;;;;;;;
aura_shadows_standard;Aura of Shadows;;;;;;;;;;;;;;
aura_shadows_standard_desc;This character deflects your attention;;;;;;;;;;;;;;
aura_shadows_strong;Strong Aura of Shadows;;;;;;;;;;;;;;
aura_shadows_strong_desc;This character is difficult to notice;;;;;;;;;;;;;;
aura_shadows_overwhelming;Overwhelming Aura of Shadows;;;;;;;;;;;;;;
aura_shadows_overwhelming_desc;This character cannot be seen unless specifically searched for;;;;;;;;;;;;;;
aura_shadows_perfect;Perfect Aura of Shadows;;;;;;;;;;;;;;
aura_shadows_perfect_desc;This character is difficult to find, even if you know where they are.;;;;;;;;;;;;;;
aura_majesty_feeble;Feeble Aura of Majesty;;;;;;;;;;;;;;
aura_majesty_feeble_desc;This character exudes an impressive aura;;;;;;;;;;;;;;
aura_majesty_weak;Weak Aura of Majesty;;;;;;;;;;;;;;
aura_majesty_weak_desc;This character exudes a knightly aura;;;;;;;;;;;;;;
aura_majesty_standard;Aura of Majesty;;;;;;;;;;;;;;
aura_majesty_standard_desc;This character exudes a noble aura;;;;;;;;;;;;;;
aura_majesty_strong;Strong Aura of Majesty;;;;;;;;;;;;;;
aura_majesty_strong_desc;This character exudes a royal aura;;;;;;;;;;;;;;
aura_majesty_overwhelming;Overwhelming Aura of Majesty;;;;;;;;;;;;;;
aura_majesty_overwhelming_desc;This character exudes an imperial aura;;;;;;;;;;;;;;
aura_majesty_perfect;Perfect Aura of Majesty;;;;;;;;;;;;;;
aura_majesty_perfect_desc;You instantly know this character is a divinely-appointed ruler;;;;;;;;;;;;;;
aura_valor_feeble;Feeble Aura of Valor;;;;;;;;;;;;;;
aura_valor_feeble_desc;This character feels barely ready for personal combat;;;;;;;;;;;;;;
aura_valor_weak;Weak Aura of Valor;;;;;;;;;;;;;;
aura_valor_weak_desc;This character feels slightly ready for personal combat;;;;;;;;;;;;;;
aura_valor_standard;Aura of Valor;;;;;;;;;;;;;;
aura_valor_standard_desc;This character feels ready for personal combat;;;;;;;;;;;;;;
aura_valor_strong;Strong Aura of Valor;;;;;;;;;;;;;;
aura_valor_strong_desc;This character seems to have mastered personal combat;;;;;;;;;;;;;;
aura_valor_overwhelming;Overwhelming Aura of Valor;;;;;;;;;;;;;;
aura_valor_overwhelming_desc;You would not want to face this character in a duel;;;;;;;;;;;;;;
aura_valor_perfect;Perfect Aura of Valor;;;;;;;;;;;;;;
aura_valor_perfect_desc;This character seems to be the perfect warrior;;;;;;;;;;;;;;
aura_people_feeble;Feeble Aura of the People;;;;;;;;;;;;;;
aura_people_feeble_desc;This character is slightly appealing to peasants;;;;;;;;;;;;;;
aura_people_weak;Weak Aura of the People;;;;;;;;;;;;;;
aura_people_weak_desc;Peasants find this character appealing;;;;;;;;;;;;;;
aura_people_standard;Aura of the People;;;;;;;;;;;;;;
aura_people_standard_desc;This character is appealing to the common man;;;;;;;;;;;;;;
aura_people_strong;Strong Aura of the People;;;;;;;;;;;;;;
aura_people_strong_desc;This character is very appealing to the common man;;;;;;;;;;;;;;
aura_people_overwhelming;Overwhelming Aura of the People;;;;;;;;;;;;;;
aura_people_overwhelming_desc;This character is loved by the common man;;;;;;;;;;;;;;
aura_people_perfect;Perfect Aura of the People;;;;;;;;;;;;;;
aura_people_perfect_desc;This character is worshiped by the common man;;;;;;;;;;;;;;
cursed;Cursed;;;;;;;;;;;;;;
likes_dragon_worship;Draconic Religion;;;;;;;;;;;;;;
